id,title,release_date,developer,genres,price,reviews,percent_positive
29038,Dark Old Sun,2018-03-07,SN!Somos Nerds,Action,0.0,32,0.9
29039,Real Al's Humanity Academy,2019-04-01,Brett Moody;Keanan Pucci;Matthew Ricci,Action;Casual;Free to Play;Indie,0.0,11,0.81
29040,Scuttlers,2018-09-03,Open Mid Interactive,Action;Casual;Indie;Racing,16.06,34,0.97
29041,Blast Off Far Away,2022-07-23,C405,"Shooter,",0.0,33,0.84
29044,Trap Labs,2018-11-26,Packet1337 Inc.,Action;Adventure;Casual;Indie;Racing,21.64,33,0.9
29045,Kyklos Code,2017-12-15,Cube Factory,Action;Indie,0.0,17,0.94
29046,Imperil,2017-11-01,Polybit,Action;Adventure;Indie,0.0,12,0.91
29047,Mass O' Kyzt,2018-02-02,AlexHoratio;Alex Carpenter,Action;Adventure;Casual;Indie,5.27,13,0.84
29048,Gambol,2018-03-27,Mike Pickering,Action;Indie,0.0,13,0.84
29052,Diorama Worlds,2017-06-13,Mixed Reality Worlds,Casual;Indie;Simulation,0.0,31,0.83
29053,Lazer Cops,2017-06-15,Foolish Mortals Games,Action;Indie,0.0,11,1.0
29054,Kinese,2018-03-16,Six Sided Square,Casual;Indie;Simulation,0.0,11,0.81
29055,Samsara,2018-02-06,Marker Limited,Casual;Indie;Strategy,28.46,36,0.97
29056,Defend Your Kingdom,2017-06-27,Burning Pick Entertainment,Action;Indie;Strategy,0.0,33,0.96
29057,PATHOS,2017-12-05,Broguelike,Casual;Indie,0.0,34,0.91
29058,Plight,2018-02-02,NewFort Studios,Adventure;Free to Play;Indie,0.0,27,1.0
29059,Spaceguard 80,2018-06-20,Draftline Games,Action;Adventure;Casual;Indie,5.27,48,0.89
29060,Sommad,2017-08-07,Rovango Studio,Adventure;Casual;Indie,0.0,46,0.89
29061,Dark Descent: The Blue Rose,2017-07-20,Steve Antoniadis,Adventure;Casual;Indie;RPG,0.0,38,0.89
29064,Botlike - a robot's rampage,2017-09-14,Binji,Action;Indie;Early Access,22.88,14,0.92
29065,Chambered,2017-07-19,SegFault Games,Violent;Action;Indie,0.0,14,0.92
29067,Chromatic,2017-07-17,Marc-Antoine Jacob,Action;Indie,0.0,17,0.94
29069,Mass O' Kyzt,2018-02-02,AlexHoratio;Alex Carpenter,Action;Adventure;Casual;Indie,5.27,10,0.8
29070,Gambol,2018-03-27,Mike Pickering,Action;Indie,0.0,16,1.0
29074,Plat4mer,2018-12-17,sky-coding,Action;Casual;Free to Play;Indie,0.0,17,1.0
29075,Xploquest 2,2018-02-20,Jean-Sébastien Nouveau,Adventure;RPG,0.0,36,0.83
29077,COSMONAUT,2018-01-11,"Neon Chasm, LLC",Action;Adventure;Indie,0.0,16,1.0
29078,They have HORNS,2018-02-14,Paul Piepenhagen,Violent;Gore;Action;Casual;Indie,0.0,24,0.83
29079,Memento of Spring,2018-01-09,Bright Onion Studios,Casual;Indie,20.4,11,0.81
29080,Annwn: the Otherworld,2019-04-14,Quantum Soup Studios,Indie;Strategy,28.46,24,0.91
29081,ERROR: Human Not Found,2018-01-12,CelleC Games,Adventure;Casual;Free to Play;Indie,0.0,23,0.91
29082,Xploquest,2017-12-06,Jean-Sébastien Nouveau,Adventure;RPG,0.0,10,0.9
29083,pixelBOT EXTREME!,2018-04-20,play.HEART games,Action;Indie,46.44,12,0.83
29084,Flat Trip,2018-10-03,Dmitriy Mamaev,Indie,0.0,19,0.84
29086,Blink: Rogues,2018-09-28,Fox Dive Studio,Action;Indie;Early Access,0.0,18,0.88
29087,PaulPaul - Act 1,2018-07-25,Another Circus,Adventure;Free to Play;Indie,0.0,16,0.87
29088,D.R.I.L.L.,2018-01-23,dfree,Action;Free to Play;Sports;Early Access,0.0,27,0.81
29089,Drunkenpants,2018-01-05,Firetail Games,Violent;Gore;Action;Indie;Early Access,0.0,45,0.97
29090,Rail Recon,2018-01-23,Triggered Studios,Action;Adventure;Indie,0.0,13,0.92
29091,Feed the Animals,2017-11-30,Attila Vitez,Indie,0.0,19,0.94
29092,Astrohazard Solutions Ltd.,2017-12-11,Bob Games,Action;Adventure;Indie,0.0,17,0.94
29093,Music Boy 3D,2018-03-29,Victor Pukman,Action;Indie;Early Access,0.0,23,0.86
29094,Space Slingshot VR,2018-04-03,Curious Studio,Casual;Indie;Strategy,18.54,22,1.0
29095,Quaddro 2,2018-03-29,Mental Lab Studio,Casual;Indie,18.54,37,0.91
29096,Project Hastur,2019-02-12,Polymorphic Games,Indie;Strategy;Early Access,0.0,35,0.85
29097,Tori,2018-04-19,"Team Tori, LLC",Adventure;Casual;Indie,0.0,11,0.81
29098,Katie,2018-05-07,Lonely Frontier Studio,Indie,7.75,16,0.81
29099,The Last Stand,2003-08-22,Drago Entertainment,"Action,ARPG,Shooter,Stealth,",0.0,42,0.92
29101,Breathe Peace World,2019-01-29,GOH Studio,Casual;Free to Play;Indie,0.0,12,0.83
29102,Cortex,2018-11-02,RewindApp,Casual;Indie;Strategy,0.0,14,0.92
29103,Fragile Equilibrium,2019-01-04,Magic Spell Studios,Action;Indie,0.0,14,0.85
29105,Brawl,2015-08-13,Bloober Team SA,Action;Indie,0.0,24,1.0
29106,The First Track,2019-01-31,CSF,Casual;Simulation;Early Access,7.75,32,0.87
29107,Money Maker,2018-11-23,Stanislaw Truchowski,Action;Adventure;Casual;Indie;Strategy,0.0,40,1.0
29108,Coffee VendoR,2019-01-29,Leland Wilson,Casual;Free to Play;Simulation,0.0,13,0.92
29111,Newt's Voyage,2019-03-15,Gear Learning,Action;Casual;Simulation,0.0,16,1.0
29112,??  Sprites(???),2016-01-08,ADK,"Arcade,Shooter,",26.35,47,0.97
29113,Blanket Heavy With Nightmares,2019-04-17,Clever Simulation Entertainment;Kajaani University Of Applied Sciences;Finnish Museum Association;Kajaani Art Museum;Artist Suvi Solkio,Adventure,0.0,17,0.82
29116,The Last Stand,2003-08-22,Drago Entertainment,"Action,ARPG,Shooter,Stealth,",0.0,23,0.86
29119,Kite,2018-03-07,Lab Cat games,Action;Adventure;Casual;Indie;RPG,22.88,18,1.0
29120,Snowday,2016-11-30,Breachgate,Action;Early Access,0.0,16,0.87
29121,Moonatees,2017-03-29,Fungi In The Basement,Indie;Simulation,0.0,47,0.87
29122,NewTypes,2018-02-19,Masahiro Suzuki,Simulation;Early Access,0.0,33,0.84
29123,Light of Mine,2017-10-30,nonPareil Studios,Action;Adventure;Indie;RPG;Simulation,0.0,41,0.87
29124,Zero Days VR,2017-12-14,Scatter,Casual;Indie,0.0,18,0.83
29126,Crooked Waters,2018-07-13,Craft Game Studio,Action;Indie;Strategy;Early Access,0.0,14,0.92
29135,Auro: A Monster-Bumping Adventure,2016-04-13,Dinofarm Games,Strategy,20.4,33,0.84
29137,Astronaut: The Moon Eclipse,2018-12-28,AppChu Indie Games,Action;Casual;Indie,5.27,35,0.82
29138,RocketGO,2018-11-26,Ge Yin,Adventure;Casual;Free to Play;Sports,0.0,22,0.9
29139,Brave Hero Yuusha EX,2019-01-11,Torch60,Indie;RPG,0.0,14,0.92
29144,Shining Force,2011-01-26,Climax Entertainment,"Tactical RPG,",3.66,11,0.81
29146,Overcome,2019-02-27,Overcome Studios,Action;Adventure;Indie,20.4,24,0.87
29147,T.A.P.,2019-01-31,Anti-Ded GameDev,Action;Casual;Strategy,18.54,45,0.88
29148,Infinite Art Museum,2019-04-05,Nigel Fogden,Free to Play;Simulation;Early Access,0.0,30,0.83
29149,I'm an adventurer,2018-10-23,CHOU CHENG LU,Adventure;Casual;Indie;RPG;Simulation;Strategy,7.75,16,0.87
29150,Cortex,2018-11-02,RewindApp,Casual;Indie;Strategy,0.0,16,1.0
29151,Fragile Equilibrium,2019-01-04,Magic Spell Studios,Action;Indie,0.0,33,0.9
29152,CONTINUE,2019-02-22,Pixel Pinecone,Action;Adventure;Indie,21.64,11,1.0
29154,Overcome,2019-02-27,Overcome Studios,Action;Adventure;Indie,20.4,17,1.0
29155,T.A.P.,2019-01-31,Anti-Ded GameDev,Action;Casual;Strategy,18.54,16,1.0
29156,Infinite Art Museum,2019-04-05,Nigel Fogden,Free to Play;Simulation;Early Access,0.0,47,0.97
29157,Unravel Cyndy,2019-02-10,DreamBig Games,Indie,0.0,17,0.82
29159,Brawl,2015-08-13,Bloober Team SA,Action;Indie,0.0,16,0.81
29164,The First Track,2019-01-31,CSF,Casual;Simulation;Early Access,7.75,18,1.0
29165,Luminos,2019-04-11,dev4play,Casual;Indie,0.0,16,0.87
29168,Entropic Float: This World Will Decay And Disappear,2022-07-09,Nico H,"Visual novel,",0.0,41,0.87
29187,GourMelee,2019-06-06,Anthony Tesija,"Mini-games,",18.54,41,0.92
29200,Blackbox,2018-03-24,TRT World,Free to Play;Simulation,0.0,11,1.0
29201,Beer and Skittls VR,2018-03-29,Black Poodle Entertainment,Casual;Indie;Simulation;Sports;Strategy,0.0,48,0.93
29202,Google Spotlight Stories: Back to the Moon,2018-05-02,Google Inc.,Adventure;Free to Play,0.0,33,0.87
29203,Jigsaw 360,2018-12-07,Brett Jackson (Jumbli),Casual;Indie,12.34,17,0.88
29204,Sheep Game,2018-04-27,David Lewis,Casual;Free to Play;Indie;Sports;Early Access,0.0,22,0.86
29205,Let's Go Nuts!,2018-06-01,BeardedBrothers.games,Action;Casual;Indie,0.0,42,0.8
29206,Ludicrous Speed,2018-06-05,Manic Machine,Action;Indie;Racing;Early Access,0.0,11,0.81
29210,Jet-Story 2018,2018-07-03,Miroslav Fídler,Action;Free to Play;Indie,0.0,14,0.92
29211,A Stickman Reality,2018-10-07,ImproVive,Casual;Free to Play;Indie,0.0,22,0.86
29214,Gauge Of Rage,2018-09-05,Dave Myers;WubsGames,Violent;Gore;Action;Indie,0.0,47,0.82
29215,Crashphalt,2018-10-11,Cold Pressed Games,Indie,0.0,10,0.9
29216,Letzte Worte VR,2019-01-30,"Matthias Patscheider, Samantha Povolny, Bianca Zankl",Adventure;Indie,0.0,23,0.86
29217,In Memory,2018-10-11,BLAV,Indie,0.0,26,0.88
29218,Rapid Fire,2018-12-09,3D FACTORY,Action,0.0,29,0.82
29219,Puppet Blaster,2018-10-16,Mad Gnolas,Action,0.0,36,0.88
29220,Angelus Brand VR Experience,2018-11-02,Miikka Åsnabrygg,Free to Play;Indie,0.0,35,0.94
29221,Self-knowledge VR,2019-01-09,Aerolito,Casual;Free to Play;Indie,0.0,21,1.0
29223,A Show of Kindness,2018-11-15,Google,Adventure;Casual,0.0,25,0.92
29224,The Great Emu War,2018-12-11,Suspicious Box,Action,0.0,43,0.81
29225,God Hand,2019-02-10,3D FACTORY,Action;Free to Play;Simulation,0.0,47,0.82
29226,Experience: Colorblindness,2018-11-27,iNFINITE Production,Simulation,0.0,24,0.91
29228,My Cabin And I,2018-12-18,???,Casual;Indie;Simulation,12.34,31,0.8
29229,RocketGO,2018-11-26,Ge Yin,Adventure;Casual;Free to Play;Sports,0.0,27,0.92
29230,Brave Hero Yuusha EX,2019-01-11,Torch60,Indie;RPG,0.0,29,0.89
29231,Money Maker,2018-11-23,Stanislaw Truchowski,Action;Adventure;Casual;Indie;Strategy,0.0,24,0.83
29232,I'm an adventurer,2018-10-23,CHOU CHENG LU,Adventure;Casual;Indie;RPG;Simulation;Strategy,7.75,36,0.94
29233,Broken Metal,2018-10-24,Armadillo Game Studios,Indie;Strategy;Early Access,0.0,40,0.9
29234,SMOKED,2018-12-03,gnomearc,Action;Casual;Indie,5.27,33,0.96
29235,Late'O'Clock,2018-11-09,NailGun Studios,Casual;Indie,0.0,11,0.9
29236,Crome: Before Purgatory,2019-01-29,Stumphead Games,Action,0.0,30,0.8
29237,Hyss,2018-12-14,Sunscale Studios,Adventure;Indie,28.46,11,1.0
29242,GourMelee,2019-06-06,Anthony Tesija,"Mini-games,",18.54,32,0.93
29253,Waves of the Atlantide,2019-03-26,Metaphore Games SAS,Indie;Strategy;Early Access,24.74,20,0.85
29254,Bookend,2019-03-06,Paper Crown Interactive,Indie,0.0,17,0.88
29255,Overcome,2019-02-27,Overcome Studios,Action;Adventure;Indie,20.4,30,0.9
29256,Unravel Cyndy,2019-02-10,DreamBig Games,Indie,0.0,24,0.95
29257,Luminos,2019-04-11,dev4play,Casual;Indie,0.0,41,0.95
29263,Coffee VendoR,2019-01-29,Leland Wilson,Casual;Free to Play;Simulation,0.0,44,0.88
29272,Antiflux,2016-05-19,UAA Software,Action;Indie,0.0,24,1.0
29273,Subscribe & Punch!,2018-10-31,Hashieve;IronEqual,Action;Casual;Indie,0.0,34,0.88
29275,Beyond,2018-10-31,Tired Dad Games,Indie,0.0,13,0.84
29288,Phantom Jump,2017-12-08,Phantom Pine Studios,Indie,0.0,11,1.0
29305,Eidolon,2014-08-01,Badru;Michael Bell;Zoe Vartanian;Adam Murgittroyd;Meagan Malone;Jeffrey Klinicke;Shadie Hijazi;Jacob Leach;Aron Miller;Isa Hutchinson,Adventure;Indie,0.0,22,1.0
29307,Alien Carnage / Halloween Harry,1993-10-10,Interactive Binary Illusions,"Platform,",0.0,40,0.95
29309,Sam & Max 302: The Tomb of Sammun-Mak,2017-06-20,Crackshell,"Action,Shooter,TPS,",0.0,24,0.91
29310,Sam & Max 305: The City That Dares Not Sleep,2017-06-20,Crackshell,"Action,Shooter,TPS,",0.0,19,0.84
29357,Orborun,2014-09-05,Tiny Lab Productions,Action;Indie;Racing,0.0,47,0.95
29366,Phantom Jump,2017-12-08,Phantom Pine Studios,Indie,0.0,17,0.88
29370,Eidolon,2014-08-01,Badru;Michael Bell;Zoe Vartanian;Adam Murgittroyd;Meagan Malone;Jeffrey Klinicke;Shadie Hijazi;Jacob Leach;Aron Miller;Isa Hutchinson,Adventure;Indie,0.0,26,0.88
29380,Dawn of War II: Retribution  The Last Stand,2011-03-01,Relic Entertainment,"RTS,",22.88,41,0.9
29388,Cyber Sentinel,2016-07-29,mindhelix.pl,Indie,22.88,22,0.9
29396,Daddy,2018-06-05,Pudding,Indie,0.0,31,0.96
29410,White Mirror,2016-01-26,GDNomad,Gore;Indie,0.0,46,0.86
29431,Keyboard Warrior,2018-02-23,Ömer Faruk Simsek,Indie,0.0,17,0.94
29436,Smash Party VR,2016-12-18,Viacom NEXT,Action;Casual;Indie;Early Access,0.0,28,0.85
29437,Happy Drummer VR,2017-01-24,Lusionsoft,Casual;Simulation,21.64,23,1.0
29438,Dimensional Rift,2017-02-08,Team Seven,Free to Play;Indie,0.0,42,0.88
29439,Oblivion Tesseract VR,2017-04-19,Epotech,Action;Indie;RPG;Strategy,0.0,44,0.9
29440,Power Solitaire VR,2017-06-07,Parkerhill Reality Labs,Casual;Free to Play;Indie,0.0,39,0.89
29441,Soma Spirits: Rebalance,2017-04-13,Torch60,Indie;RPG,0.0,26,0.92
29442,The Professor Presents: #GotHandles,2017-04-13,The Secret Location,Free to Play;Simulation;Sports,0.0,23,0.95
29444,EXAPUNKS: TEC Redshift Player,2018-09-25,Zachtronics,Indie;Simulation,0.0,14,1.0
29448,Google Spotlight Stories: Sonaria,2017-11-17,Google Inc.,Adventure,0.0,16,0.93
29449,Google Spotlight Stories: Piggy,2018-06-06,Google Inc.,Adventure;Free to Play,0.0,31,0.9
29473,Smash Party VR,2016-12-18,Viacom NEXT,Action;Casual;Indie;Early Access,0.0,16,0.93
29474,Happy Drummer VR,2017-01-24,Lusionsoft,Casual;Simulation,21.64,33,1.0
29475,Dimensional Rift,2017-02-08,Team Seven,Free to Play;Indie,0.0,37,1.0
29476,Oblivion Tesseract VR,2017-04-19,Epotech,Action;Indie;RPG;Strategy,0.0,10,0.8
29477,Power Solitaire VR,2017-06-07,Parkerhill Reality Labs,Casual;Free to Play;Indie,0.0,20,0.9
29478,Soma Spirits: Rebalance,2017-04-13,Torch60,Indie;RPG,0.0,10,0.8
29479,The Professor Presents: #GotHandles,2017-04-13,The Secret Location,Free to Play;Simulation;Sports,0.0,36,0.8
29502,Smash Party VR,2016-12-18,Viacom NEXT,Action;Casual;Indie;Early Access,0.0,17,0.88
29503,Happy Drummer VR,2017-01-24,Lusionsoft,Casual;Simulation,21.64,25,0.84
29504,Dimensional Rift,2017-02-08,Team Seven,Free to Play;Indie,0.0,25,0.88
29505,Oblivion Tesseract VR,2017-04-19,Epotech,Action;Indie;RPG;Strategy,0.0,11,0.9
29506,Power Solitaire VR,2017-06-07,Parkerhill Reality Labs,Casual;Free to Play;Indie,0.0,11,1.0
29507,Soma Spirits: Rebalance,2017-04-13,Torch60,Indie;RPG,0.0,10,0.9
29508,The Professor Presents: #GotHandles,2017-04-13,The Secret Location,Free to Play;Simulation;Sports,0.0,23,0.91
29537,Daddy,2018-06-05,Pudding,Indie,0.0,23,1.0
29557,Think To Die,2016-09-22,Felip Guimerà,Casual;Free to Play;Indie;Strategy,0.0,11,0.72
29560,Gotcha Racing 2nd,2018-07-18,ARC SYSTEM WORKS,Casual;Racing,51.58,33,0.63
29563,Pixel Survivors,2016-05-05,Sachonski;Renamilanesi;Sith,Casual;Indie;Simulation;Strategy,14.2,137,0.53
29565,In Game Adventure: Legend of Monsters,2017-06-29,Moraes Studio,Action;Casual;Indie,0.0,119,0.64
29569,Castle,2015-01-07,Snails Animation,Action;Casual;Indie,10.23,21,0.76
29570,Quote,2017-01-31,Vindit,Action;Adventure;Indie;RPG;Early Access,28.46,22,0.45
29572,Setup Developer Tool 2018,2018-05-17,Tim McArthur,Indie;Racing,32.8,10,0.7
29573,Marble Run,2017-10-29,PS Games,Indie,18.54,108,0.64
29574,SkiFy,2018-01-24,Blup Games,Casual;Indie;Simulation,2.6,18,0.55
29575,Tenshu General,2015-12-01,SmartArt Game Studio,Casual;Indie;Strategy,18.54,11,0.72
29577,Continuous Girl,2019-03-05,Lust star,Adventure;Casual;Indie,5.27,21,0.76
29578,Virtual Pool 4 Multiplayer,2016-06-13,Celeris,Sports,0.0,15,0.46
29579,Hypnorain,2016-07-08,keyreal,Action;Indie,12.34,89,0.69
29580,Paradox Wrench,2018-01-16,David Mulder,Action;Indie,2.6,98,0.76
29584,Mobile Astro,2016-12-15,Raxasoft Games,Action;Indie,0.0,39,0.69
29585,Cat's Bar,2018-03-11,???,Casual;Indie;Strategy,5.27,96,0.66
29586,Yet another tower defence,2018-11-01,Fantasy Li,Casual;Indie;Simulation;Strategy,6.51,125,0.77
29589,Ankh 2: Heart of Osiris ,2009-06-16,Deck 13,Adventure,16.06,48,0.72
29591,Moto VR,2018-02-23,Anea_Duo_Dev,Racing;Simulation;Sports;Early Access,21.64,1092,0.77
29592,Second Second,2018-10-15,Sinkhole Studio,Strategy;Early Access,29.7,11,0.72
29594,Al Emmo and the Lost Dutchman's Mine,2014-05-09,Himalaya Studios,Adventure;Indie,21.64,299,0.77
29595,Drive Isle,2017-08-15,Roadfactory,Racing;Simulation;Early Access,7.75,46,0.45
29596,Dog Duty,2017-06-21,Zanardi and Liza,Action;Indie;Strategy;Early Access,21.64,128,0.6
29597,Milanoir,2018-05-31,Italo Games,Sexual Content;Nudity;Violent;Action;Adventure;Indie,25.98,18,0.77
29599,Cuit,2017-04-24,Class-X Games,Casual;Indie;Strategy,0.0,101,0.66
29600,ULTRAWORLD EXODUS,2014-12-04,Neon Serpent LLC,Free to Play;Indie,0.0,68,0.75
29602,Temple of the Apsara,2016-09-06,Attraction Studios,Adventure;Indie,7.38,17,0.76
29604,Medusa's Labyrinth,2016-02-15,Guru Games,Action;Adventure;Free to Play;Indie,0.0,13,0.53
29607,Chicken Farm 2K17,2017-12-05,Jakal Studios,Casual;Free to Play;Indie;Simulation;Strategy,0.0,10,0.6
29609,STELLATUM,2015-09-15,Satur Entertainment,Action;Casual;Indie;RPG;Simulation,18.54,176,0.52
29611,Laserlife,2015-09-22,Choice Provisions,Indie,21.64,77,0.57
29612,Kill The Bad Guy,2014-05-28,Exkee,Action;Indie;Simulation;Strategy,22.88,79,0.58
29613,Forgotten Ball,2016-03-03,littleGigantic,Indie,2.6,55,0.65
29616,Quantz,2009-09-03,Gamerizon,Indie;Casual,21.64,15,0.73
29617,Time Carnage,2018-09-12,Wales Interactive,Violent;Action;Indie,25.98,14,0.64
29618,Dissonance: An Interactive Novelette,2015-12-01,Philip Royer,Indie,3.6,12,0.75
29620,Hardware Engineering,2016-09-28,Pb Studios,Casual;Indie;Simulation;Early Access,12.34,11,0.72
29621,Chop is dish,2018-11-28,HugePixel,Action;Adventure;Indie,7.75,12,0.75
29622,21+,2018-08-17,????,Casual,2.6,11,0.72
29623,The Wisbey Mystery,2017-01-18,Argali Entertainment,Casual;Indie,18.54,2866,0.68
29625,Angeldust,2016-11-18,Frank Lucas,Action;Free to Play;Indie;Massively Multiplayer;RPG;Early Access,7.75,16,0.75
29627,Death Track®: Resurrection,2009-05-06,Sky Fallen,Racing,10.48,750,0.62
29628,Recursive Pain,2018-11-16,Alex Varvoid,Action;Casual;Indie;Massively Multiplayer;Early Access,2.6,16,0.62
29629,Sort 'Em,2017-03-01,PeanutButter VR,Casual;Indie;Simulation;Early Access,10.48,60,0.56
29631,Rewind,2016-03-31,Stubborn Horse Studios,Indie,20.4,125,0.53
29632,Mitch: Berry Challenge,2016-08-25,Boidae Games,Adventure;Casual;Indie,14.2,657,0.67
29633,Abscond,2017-12-08,XiNFiNiTY Games,Action;Casual;Indie,2.6,21,0.66
29634,BattleRush,2018-03-27,Thunder Devs.,Action;Adventure;Free to Play;Indie;Massively Multiplayer,0.0,20,0.75
29635,WARIUM,2018-03-01,ELF,Casual;Indie;Strategy;Early Access,2.6,10,0.6
29636,Cosmic Leap,2016-03-17,Michael Hall,Action;Indie,3.6,63,0.47
29637,Kingdom of Aurelia: Mystery of the Poisoned Dagger,2016-11-17,Shaman Games Studio,Adventure;Casual,19.78,15,0.6
29639,Pro Cycling Manager 2015,2015-06-18,Cyanide Studio,Simulation;Sports,12.34,14,0.78
29640,SAGA,2015-08-04,Silverlode Interactive;Wasatch Games,Free to Play;Indie;Massively Multiplayer;Strategy,0.0,86,0.54
29641,House of Caravan,2015-04-16,Rosebud Games,Adventure;Indie,7.38,20,0.75
29642,Karmasutra,2017-09-29,Top Hat Studios Inc,Sexual Content;Nudity;Adventure;Casual;Indie;RPG,28.46,75,0.61
29643,Cheats 4 Hire,2015-06-25,Travian Games GmbH,Strategy,0.0,32,0.71
29645,Monster Clicker : Idle Halloween Strategy,2018-11-20,Autotelic Games LLC,Action;Casual;Free to Play;Indie;Strategy,0.0,21,0.52
29647,The Dungeoning,2014-05-02,Nick Donnelly,Action;Indie;RPG,10.23,14,0.5
29648,Deadweight,2016-04-22,Daniel Kim,Action;Indie;Strategy,2.6,29,0.58
29649,Legendary DXP,2018-01-23,SkyReacher Entertainment,Casual,0.0,10,0.7
29650,ConcPerfect 2017,2017-07-30,David Bohan;Jacob Alfaro;Nyles Avey;Wesley King,Action;Casual;Indie;Racing,2.6,14,0.78
29651,Block Legend DX,2015-02-24,Hanaji Games,Adventure;RPG,12.34,35,0.57
29652,Arkane Rush,2018-10-19,Mafu Games,Action;Adventure;Indie,7.75,22,0.68
29653,Henri's Secret - Visual novel,2018-08-29,Eode;Beemoov,Casual;Indie;Simulation,43.34,130,0.65
29654,Time Tenshi Paradox: Episode 2,2018-04-13,Silver Cow Studio,Adventure;Indie;Simulation,7.75,11,0.72
29655,Lake Ridden,2018-05-10,Midnight Hub,Adventure;Indie,25.98,12,0.75
29657,Unknown Fate,2018-09-06,Marslit Games,Adventure;Indie,23.5,70,0.6
29658,Fall Down,2018-04-30,Kadir Demiroglu,Casual;Indie,2.6,27,0.74
29661,Clazer,2016-12-27,"SynapticSwitch, LLC",Simulation;Sports;Early Access,43.34,17,0.76
29662,N.E.R.O.: Nothing Ever Remains Obscure,2016-04-29,Storm in a Teacup,Adventure;Indie,29.7,307,0.6
29663,Bomb Hunter MT,2018-04-03,Free Cube Studio,Action;Adventure;Casual;Indie;RPG;Sports,7.75,23,0.69
29664,Masquerade: The Baubles of Doom,2016-04-20,Big Ant Studios,Action;Adventure;Casual;Indie,29.7,14,0.78
29665,Vortex: The Gateway,2016-03-22,StormCube Games,Action;Adventure;Indie,18.54,18,0.77
29667,Battleplan: American Civil War,2014-07-04,The Mustard Corporation,Casual;Simulation;Strategy,22.88,28,0.67
29669,Honey Rose: Underdog Fighter Extraordinaire,2016-09-29,Pehesse,Action;Adventure;Indie;Strategy,0.0,121,0.64
29671,Akane the Kunoichi,2014-05-02,Haruneko Entertainment,Action;Adventure;Casual;Indie,7.75,35,0.77
29672,Castle Explorer,2017-03-31,MightyCodeDragon,Casual;Indie;Strategy,22.88,70,0.5
29673,Perfect Fit - Totemland,2016-11-10,Homiebear Studio,Casual;Indie,10.23,21,0.66
29674,Slam,2016-07-11,Aera Studios,Casual;Indie;Strategy,14.2,45,0.68
29675,Charm Tale,2018-07-31,Puzzle Lab,Adventure;Casual;Indie,21.64,157,0.48
29676,Unforgiving Trials: The Space Crusade,2016-10-07,Amaterasu Software,Adventure;Indie;RPG,3.6,33,0.75
29677,The Spatials,2015-03-30,Weird and Wry,Indie;RPG;Simulation,21.64,67,0.47
29678,Cube Life: Island Survival,2018-04-20,Cypronia,Adventure;Indie,21.64,22,0.77
29679,Plates,2016-08-19,maasgdev,Casual;Indie,3.6,19,0.78
29681,Reign: Conflict of Nations,2010-07-12,Lesta Studio,Strategy,14.2,19,0.73
29684,Mythos: The Beginning - Director's Cut,2014-10-27,Dark Gaia Studios,Adventure;RPG,18.54,28,0.71
29685,Hero Generations,2015-04-10,Heart Shaped Games LLC,Indie;RPG;Simulation;Strategy,13.58,286,0.56
29686,Vision of Aurora Borealis,2016-08-22,Purin Productions,Adventure;Indie,14.2,12,0.75
29687,BUDDY,2016-05-27,Hoshko,Adventure;Indie,22.88,37,0.72
29689,The Hateful Dead,2016-10-28,Sayan,Action;Indie,7.75,21,0.42
29690,Cursor Challenge,2016-04-05,Insane Dreamers,Casual;Indie,3.6,21,0.76
29691,Puppet Kings,2017-12-11,Timba Games,Action;Casual;Indie,21.64,42,0.76
29692,Stophat,2017-07-04,Problematicar,Casual;Indie,3.6,16,0.75
29693,Divine Slice of Life,2015-10-22,NickySwan,Adventure;Casual;Indie,25.98,78,0.52
29695,"Hack, Slash, Loot",2012-04-05,David Williamson,Casual;Indie;RPG,16.06,110,0.64
29696,Robot City Stadium,2016-12-21,Virtual Vengeance,Action;Casual;Indie;Sports;Early Access,22.88,108,0.5
29697,Toy Plane Heroes,2017-06-08,Oasis VR,Action;Indie;Racing,22.88,74,0.77
29698,Colour Bind,2012-09-24,Finn Morgan,Action;Indie,0.0,15,0.73
29699,Spy Fox In: Hold the Mustard,2014-06-06,Humongous Entertainment,Adventure;Casual,16.06,10,0.7
29700,LUMBERMANCER,2016-06-28,Roger von Biersborn,Action;Adventure,10.48,17,0.7
29701,DEXED,2016-09-26,Ninja Theory,Action,22.88,176,0.63
29703,DemonicGuestVR,2016-10-17,Mgsstudio,Casual;Early Access,2.6,26,0.76
29704,Daughter of Shadows: An SCP Breach Event,2016-04-04,Blackrose Industries,Adventure;Indie;RPG,3.6,17,0.7
29705,Lord Darydikilkil,2016-11-03,GaelDK;Fabien Spiess (Sogaki);Antoine Rigitano;Serge Sentis (Aerosteak);Nicolas Billon (V3ry),Nudity;Gore;Adventure;Casual;Indie,7.38,31,0.51
29707,Unrest,2014-07-23,Pyrodactyl,Adventure;Indie;RPG,21.64,67,0.64
29708,Sword Daughter,2015-02-13,Hanabira,Adventure;Indie,12.34,26,0.69
29709,Fancy Skulls,2014-06-16,tequibo,Action;Indie;Early Access,20.4,218,0.78
29710,The Ables: Freepoint High,2016-04-07,"Qiwi Games, LLC;Graveck",Action;Adventure,12.34,43,0.79
29711,Son of Scoregasm,2017-11-29,R C Knight,Action;Casual;Indie,12.34,18,0.66
